"BehaviorSpace results (NetLogo 5.2.1)"
"Risk_Attack_model.nlogo"
"vary_demage"
"05/12/2017 15:16:57:453 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","100","0","100"
"[run number]","farm-size","distance-btw-households","price","Number-of-Farmers","average-node-degree","social-influence","damage","labor_fencing","N","[step]","sum [domain] of patches","mean [income] of farmers","sum [count_total_attacks] of farmers","N / A"
"185","32","20","2.5","100","4","true","0.15","0.5","50","100","10201","303.50454545454545","6","0.004901480247034604"
"186","32","20","2.5","100","4","true","0.15","0.5","50","100","10201","306.23636363636365","9","0.004901480247034604"
"187","32","20","2.5","100","4","true","0.15","0.5","50","100","10201","304.77272727272725","11","0.004901480247034604"
"188","32","20","2.5","100","4","true","0.15","0.5","50","100","10201","307.1159090909091","10","0.004901480247034604"
"189","32","20","2.5","100","4","true","0.15","0.5","50","100","10201","300.3431818181818","1","0.004901480247034604"
"190","32","20","2.5","100","4","true","0.15","0.5","50","100","10201","302.14772727272725","2","0.004901480247034604"
"191","32","20","2.5","100","4","true","0.2","0.5","50","100","10179.3","304.5590909090909","3","0.004915985802632999"
"192","32","20","2.5","100","4","true","0.2","0.5","50","100","10175.599999999993","302.16818181818184","4","0.004912653029141858"
"193","32","20","2.5","100","4","true","0.2","0.5","50","100","10201","310.2227272727273","2","0.004901480247034604"
"194","32","20","2.5","100","4","true","0.2","0.5","50","100","10201","310.3590909090909","2","0.004901480247034604"
"195","32","20","2.5","100","4","true","0.2","0.5","50","100","10201","303.17727272727274","4","0.004901480247034604"
"196","32","20","2.5","100","4","true","0.2","0.5","50","100","10201","304.6454545454545","5","0.004901480247034604"
"197","32","20","2.5","100","4","true","0.2","0.5","50","100","10198.400000000001","307.9681818181818","8","0.004903354875405753"
"198","32","20","2.5","100","4","true","0.2","0.5","50","100","10200.1","306.24545454545455","7","0.004901480247034604"
"199","32","20","2.5","100","4","true","0.2","0.5","50","100","10201","302.5954545454546","2","0.004901480247034604"
"200","32","20","2.5","100","4","true","0.2","0.5","50","100","10193.7","299.7590909090909","8","0.0049057122112988365"
"201","32","20","2.5","100","4","true","0.25","0.5","50","100","10196.29999999999","305.66477272727275","2","0.004906193578773845"
"202","32","20","2.5","100","4","true","0.25","0.5","50","100","10192.599999999999","302.73295454545456","5","0.0049061935787738445"
"203","32","20","2.5","100","4","true","0.25","0.5","50","100","10139.100000000004","306.12045454545455","7","0.004924943855640045"
"204","32","20","2.5","100","4","true","0.25","0.5","50","100","10193.199999999997","309.625","6","0.004906001020448212"
